id,caseId,createdAt,updatedAt,priorityChanged,activity,priority,deadline,status,details
"cee86796-8887-409a-97fd-f13b9f8f0cc2","5ffd7045-bfbc-41f8-9f18-bbdc3193526e","2025-03-11T21:26:20.793542Z","2025-03-11T21:44:10.358208Z","2025-03-11T21:43:53.405086Z",TROUBLESHOOT,CRITICAL,2025-03-12T20:52:42.621Z,REQUIRED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"036db4b6-8c6b-4160-ba04-1bd8a5b47d79","b5179e64-fcdd-46b5-b42b-1364fb93a335","2025-03-11T21:28:06.553085Z","2025-03-11T21:28:06.553085Z","2025-03-11T21:28:06.553085Z",TROUBLESHOOT,CRITICAL,2025-03-12T20:52:42.621Z,REQUIRED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"93c83262-2032-4143-8947-b9dcfead35d1","fb0de710-08f6-43fb-a08c-1dc1a2167aa9","2025-03-11T21:29:13.361902Z","2025-03-11T21:43:21.607524Z","2025-03-11T21:43:21.607524Z",TROUBLESHOOT,CRITICAL,2025-03-12T20:52:42.621Z,REQUIRED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"238ac62a-6bc9-4041-967b-14a0bf7ec96f","30451e22-2b9e-4a40-bd17-301149be8db7","2025-03-11T21:32:45.757005Z","2025-03-11T21:43:01.286107Z","2025-03-11T21:43:01.286107Z",TROUBLESHOOT,CRITICAL,2025-03-12T20:52:42.621Z,REQUIRED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"0e722814-26a3-4141-8c95-fa11f34d26de","605b731b-71f8-447e-b012-c520331e5e86","2025-03-11T21:40:46.185242Z","2025-03-11T21:40:46.185242Z","2025-03-11T21:40:46.185242Z",TROUBLESHOOT,CRITICAL,2025-03-12T20:52:42.621Z,REQUIRED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"602e71c7-6875-4704-bcb0-d45730706689","47bd4aaa-e1da-41f8-9618-42c06bc5d369","2025-03-11T21:45:30.862594Z","2025-03-11T21:45:30.862594Z","2025-03-11T21:45:30.862594Z",TROUBLESHOOT,HIGH,2025-03-26T20:52:42.621Z,REQUIRED,"Troubleshoot Rotor Shaft/Bearing/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Rotor Shaft/Bearing/Accelerometer accelerometer and/or cabling."
"791ab8e0-a9c7-484a-8e2f-6aeb9aad35fc","750531f5-7ec8-4738-a15f-de65d8b84847","2025-03-11T21:46:51.795633Z","2025-03-11T21:46:51.795633Z","2025-03-11T21:46:51.795633Z",TROUBLESHOOT,HIGH,2025-03-26T21:45:48.821Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/NDE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/NDE accelerometer and/or cabling."
"8863dfcb-76c3-47f8-a480-f7c0ce6e0b18","8ad015f5-f19a-4d67-a1b7-ea71f3e4c35e","2025-03-11T21:52:49.499534Z","2025-03-11T21:52:49.499534Z","2025-03-11T21:52:49.499534Z",TROUBLESHOOT,CRITICAL,2025-03-12T21:45:48.821Z,REQUIRED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"6e417b44-06cc-47dc-b385-cdba9267830d","24d36f56-466d-4137-9055-957400629de1","2025-03-11T22:07:24.036462Z","2025-03-11T22:07:24.036462Z","2025-03-11T22:07:24.036462Z",TROUBLESHOOT,HIGH,2025-03-26T21:45:48.821Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/NDE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/NDE accelerometer and/or cabling."
"094e527a-e89e-4ea0-9590-b9b2b7712050","2d325429-4e9f-480e-91d9-8596c48fe9f2","2025-03-11T22:07:59.866844Z","2025-03-11T22:07:59.866844Z","2025-03-11T22:07:59.866844Z",TROUBLESHOOT,HIGH,2025-03-26T21:45:48.821Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/DE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/DE accelerometer and/or cabling."
"143b6674-61bf-41bf-91c2-923a04901f86","bc7ba8a9-0e9f-44e4-899c-d7661c654c6f","2025-03-11T22:08:58.498056Z","2025-03-11T22:08:58.498056Z","2025-03-11T22:08:58.498056Z",TROUBLESHOOT,HIGH,2025-03-26T21:45:48.821Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/NDE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/NDE accelerometer and/or cabling."
"b1a4703a-9b56-48af-86ab-6562e1935ee8","f7ef6cb2-cb2e-4489-9c76-de96bc607589","2025-03-11T22:09:18.878548Z","2025-03-11T22:09:18.878548Z","2025-03-11T22:09:18.878548Z",TROUBLESHOOT,HIGH,2025-03-26T21:45:48.821Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/DE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/DE accelerometer and/or cabling."
"0a61e281-2399-4cc9-9c2b-c07b7f14dec4","24a1b542-1528-4c48-b89e-16a8baf0482e","2025-03-11T22:09:55.885005Z","2025-03-11T22:09:55.885005Z","2025-03-11T22:09:55.885005Z",TROUBLESHOOT,HIGH,2025-03-26T21:45:48.821Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/DE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/DE accelerometer and/or cabling."
"3ee3c10d-5c9e-46db-abd0-1369ac1aa347","9e2b45f3-ce22-4dd9-ab67-298b8338cfff","2025-03-11T22:11:08.074657Z","2025-04-08T12:37:19.707707Z","2025-04-08T12:37:19.707707Z",TROUBLESHOOT,MODERATE,2025-06-07T11:58:05.446Z,REQUIRED,"Troubleshoot Rotor Shaft/Bearing/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Rotor Shaft/Bearing/Accelerometer accelerometer and/or cabling."
"1229f272-0f25-4560-8dd5-22a873fffd11","6b513659-55dd-4240-8c22-5f407a81f515","2025-03-11T22:10:25.344384Z","2025-03-11T22:10:25.344384Z","2025-03-11T22:10:25.344384Z",TROUBLESHOOT,HIGH,2025-03-26T21:45:48.821Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/NDE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/NDE accelerometer and/or cabling."
"d297246e-dd72-4073-9602-d29f28c85fa4","2245e369-7611-421e-ba1c-c6623aa9b120","2025-03-11T22:11:46.916461Z","2025-03-11T22:11:46.916461Z","2025-03-11T22:11:46.916461Z",TROUBLESHOOT,HIGH,2025-03-26T21:45:48.821Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/DE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/DE accelerometer and/or cabling."
"dfcab78b-deb6-4a03-984d-fd181a055a36","4633fbf3-3b52-46c4-86de-ead147a254ab","2025-03-12T13:17:57.661833Z","2025-03-12T13:17:57.661833Z","2025-03-12T13:17:57.661833Z",TROUBLESHOOT,HIGH,2025-03-27T13:15:34.564Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/DE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/DE accelerometer and/or cabling."
"08b75006-734e-4cbf-aeb5-f48f3c6fa657","b3ac2421-dbd5-4785-aa3b-08222a2ccab4","2025-03-12T13:18:40.315297Z","2025-03-12T13:18:40.315297Z","2025-03-12T13:18:40.315297Z",TROUBLESHOOT,HIGH,2025-03-27T13:15:34.564Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/NDE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/NDE accelerometer and/or cabling."
"fe10bc9b-00fb-43bd-96ed-fbc6423f43c8","f8536d95-47ac-4c1d-82cf-e52e0fa86e26","2025-03-12T13:20:32.044650Z","2025-03-12T13:20:32.044650Z","2025-03-12T13:20:32.044650Z",TROUBLESHOOT,HIGH,2025-03-27T13:15:34.564Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/NDE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/NDE accelerometer and/or cabling."
"6a725edb-3d19-47aa-bdb5-280f45b03459","86b24716-1d3c-4c0b-bc11-64c689c5d5d2","2025-03-12T13:21:18.223545Z","2025-03-12T13:21:18.223545Z","2025-03-12T13:21:18.223545Z",TROUBLESHOOT,HIGH,2025-03-27T13:15:34.564Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/DE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/DE accelerometer and/or cabling."
"5e5cb635-c347-41a3-b0f7-53aff50bd76b","b0abe2a9-f6a6-4d24-835a-873b26e84be4","2025-03-12T13:43:15.139836Z","2025-03-12T13:43:15.139836Z","2025-03-12T13:43:15.139836Z",TROUBLESHOOT,HIGH,2025-03-27T13:34:57.405Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/NDE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/NDE accelerometer and/or cabling."
"1b11617d-d513-4422-8ed3-8d928912eb23","fac1d0cb-7c6a-4019-8f54-4b4ecfa87588","2025-04-15T13:09:24.033351Z","2025-04-15T13:09:24.033351Z","2025-04-15T13:09:24.033351Z",TROUBLESHOOT,HIGH,2025-04-30T13:03:10.945Z,REQUIRED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"5c54f8f0-1069-4c7c-bd53-7f47bc1147ef","fd97e891-a01d-4e4c-909f-fedc9307a8fd","2025-04-15T17:12:08.456974Z","2025-04-15T17:12:08.456974Z","2025-04-15T17:12:08.456974Z",TROUBLESHOOT,HIGH,2025-04-30T16:54:14.085Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"72cf74b7-a613-4f47-86c1-8714050affe2","ba917cf7-2af1-4836-932d-ac768ea43661","2025-04-15T17:52:54.482513Z","2025-04-24T19:13:24.685356Z","2025-04-15T17:52:54.482513Z",TROUBLESHOOT,HIGH,2025-04-30T17:28:56.206Z,COMPLETED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"5b1a28ac-9bc7-4d22-bc70-104f58df34cb","1413816a-31cd-4d50-8177-5b19b43c6898","2025-04-15T18:03:42.430903Z","2025-04-15T18:03:42.430903Z","2025-04-15T18:03:42.430903Z",TROUBLESHOOT,HIGH,2025-04-30T18:01:17.008Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/NDE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/NDE accelerometer and/or cabling."
"a53325de-f5a3-40fa-a9cc-89de19d7cf5b","01293064-0ba5-4105-8919-78c6775c16b6","2025-04-15T18:08:01.518767Z","2025-04-24T19:15:25.139394Z","2025-04-15T18:08:01.518767Z",TROUBLESHOOT,HIGH,2025-04-30T18:05:18.440Z,COMPLETED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"312f56c3-b0df-4801-a6fe-78a2ce5ef9fd","26937e6b-eaca-4d86-a40e-71f113500c0c","2025-04-21T17:03:33.306618Z","2025-04-21T17:03:33.306618Z","2025-04-21T17:03:33.306618Z",TROUBLESHOOT,HIGH,2025-05-06T16:12:53.281Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/NDE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/NDE accelerometer and/or cabling."
"b50e7316-cd20-473a-a93c-41f846e14f4e","11f76428-9ec0-4c4c-96d3-8fc1c2dbf504","2025-10-30T13:48:04.802948Z","2025-10-30T13:48:04.802948Z","2025-10-30T13:48:04.802948Z",TROUBLESHOOT,HIGH,2025-11-14T13:42:06.753Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"34adf547-4547-4155-836b-7fef65e067fc","0c17815b-5dbd-4fc1-8559-3eb66c461080","2025-10-30T13:52:17.291423Z","2025-10-30T13:52:17.291423Z","2025-10-30T13:52:17.291423Z",TROUBLESHOOT,HIGH,2025-11-14T13:42:06.753Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"c84f6507-dade-4b0e-a082-b9393e599861","49e6d1f2-1858-48e0-9a20-0d5594224bd3","2025-10-30T13:50:45.528333Z","2025-10-30T13:50:45.528333Z","2025-10-30T13:50:45.528333Z",TROUBLESHOOT,HIGH,2025-11-14T13:42:06.753Z,REQUIRED,"Troubleshoot CMS unit connectivity via SkySpecs hardware troubleshooting guide."
"192c2dd1-f950-4b84-b165-5d5e97ebbe7e","145c1ebd-bced-4cd8-b122-9ad465a2cab7","2025-05-06T13:38:07.279558Z","2025-07-08T13:26:44.190440Z","2025-05-06T13:38:07.279558Z",BORESCOPE_INSPECTION,HIGH,2025-05-21T13:35:48.443Z,COMPLETED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"9dbf35a7-306e-4c33-9d4f-54964895af43","5992cdff-2604-4e24-8f92-a3118230ef1e","2025-05-15T11:13:35.554972Z","2025-05-15T11:14:34.174623Z","2025-05-15T11:13:35.554972Z",BORESCOPE_INSPECTION,HIGH,2025-05-30T11:05:58.406Z,REQUIRED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"2225fb1a-6e19-4631-b561-686eea9763f4","5e02816d-8141-4bac-870e-3725ce213cf0","2025-11-03T16:16:13.848063Z","2025-11-03T16:16:13.848063Z","2025-11-03T16:16:13.848063Z",BEARING_LUBRICATION,LOW,2026-03-03T14:52:54.525Z,REQUIRED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"0a0f1331-4501-4d55-b375-9c7dfca62240","17a21da6-9078-4ab0-a616-8e9809193fe1","2025-11-03T16:21:27.328973Z","2025-11-03T16:21:27.328973Z","2025-11-03T16:21:27.328973Z",TROUBLESHOOT,HIGH,2025-11-18T14:52:54.525Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"83fd11a1-50fd-4ed0-ae5b-e1aa3913b65c","cea0c6de-72e1-4fac-b1cf-3ddba9268a86","2025-11-03T16:23:34.631688Z","2025-11-03T16:23:34.631688Z","2025-11-03T16:23:34.631688Z",TROUBLESHOOT,HIGH,2025-11-18T14:52:54.525Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"c77fe9e5-a506-4323-9ffd-22618dc6e3cd","661fed0a-1ad0-48ad-9cc2-db64de4ac382","2025-11-03T16:22:32.990720Z","2025-11-03T16:22:32.990720Z","2025-11-03T16:22:32.990720Z",TROUBLESHOOT,HIGH,2025-11-18T14:52:54.525Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"a813a386-7856-429c-aedf-ea594275e6d8","f253b871-dd9d-4eff-8aab-fb3127e9f441","2025-11-03T16:24:37.208678Z","2025-11-03T16:24:37.208678Z","2025-11-03T16:24:37.208678Z",TROUBLESHOOT,HIGH,2025-11-18T14:52:54.525Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"2af118c8-fe13-486f-ba2d-14bf5a81ff7d","dcf7cc93-c619-4db0-b39d-af3f91c61f98","2025-11-03T16:25:53.004748Z","2025-11-03T16:25:53.004748Z","2025-11-03T16:25:53.004748Z",TROUBLESHOOT,HIGH,2025-11-18T14:52:54.525Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"5e73eb63-a981-4847-b0c3-61b0c923ebaf","818c484a-1a12-4f56-8974-744b35263953","2025-07-08T13:21:27.632568Z","2025-07-08T13:21:27.632568Z","2025-07-08T13:21:27.632568Z",TROUBLESHOOT,HIGH,2025-07-22T18:10:26.998Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"2e8ac978-17c0-46d0-91d2-ead6f375bb0c","613b1971-0941-4fc4-9459-2ecb2270eb4d","2025-07-14T16:52:46.847072Z","2025-07-15T13:56:56.468781Z","2025-07-14T16:52:46.847072Z",BORESCOPE_INSPECTION,HIGH,2025-07-29T16:47:12.003Z,COMPLETED,"1. Perform thorough de-grease of Rotor Shaft/Bearing/RE. Note condition of removed grease and optionally, save sample for analysis
2. Perform careful photographic inspection of inner ring, outer ring, and rolling element surfaces, recording observation of any chipping, spalling, or abrasive wear
3. Re-grease the bearing."
"03e62efa-862e-4047-affe-074b5893a8e3","7fcecefb-ce07-4552-8b1b-ba63a0e18f77","2025-07-28T16:43:00.555369Z","2025-07-28T16:43:00.555369Z","2025-07-28T16:43:00.555369Z",TROUBLESHOOT,HIGH,2025-08-12T16:41:35.735Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"9ca63932-dd99-4846-9398-746a6fb34d7c","22daed2f-e0de-4039-bc3d-112c102d5109","2025-07-31T19:12:12.618709Z","2025-07-31T19:12:12.618709Z","2025-07-31T19:12:12.618709Z",TROUBLESHOOT,HIGH,2025-08-15T19:06:29.347Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"3abb4bec-2532-4f0b-ae4e-32b044a5d043","ee56a9c8-47a1-4d3a-9fce-4d9ba03b7e1b","2025-07-31T19:20:13.977467Z","2025-07-31T19:20:13.977467Z","2025-07-31T19:20:13.977467Z",TROUBLESHOOT,HIGH,2025-08-15T19:06:29.347Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"94e5b47c-e1c6-4801-b133-38fbe3f2701e","89464240-0d50-4dcb-8125-5571d6093979","2025-08-25T16:04:55.807230Z","2025-08-25T16:04:55.807230Z","2025-08-25T16:04:55.807230Z",TROUBLESHOOT,HIGH,2025-09-09T16:02:51.273Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"d88b5cae-df15-4b52-8496-0d267fe76cf5","1ddec3b6-8a7a-4eec-93cc-9ceac0931974","2025-08-25T16:08:54.209814Z","2025-08-25T16:08:54.209814Z","2025-08-25T16:08:54.209814Z",TROUBLESHOOT,HIGH,2025-09-09T16:06:25.502Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"22f84587-4c49-4dca-bdc7-09a75cbaa9cb","ee221f30-9d7e-4d19-a4e1-a035cd0f3e07","2025-08-25T16:16:28.984532Z","2025-08-25T16:16:28.984532Z","2025-08-25T16:16:28.984532Z",TROUBLESHOOT,HIGH,2025-09-09T16:14:14.475Z,REQUIRED,"Troubleshoot Generator/Shaft/Accelerometer/DE accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Generator/Shaft/Accelerometer/DE accelerometer and/or cabling."
"23706bb8-4e24-45ff-ab17-291e51a379d5","ccd6b2b8-b56a-4a48-976c-3396d211f32f","2025-08-25T16:20:51.405969Z","2025-08-25T16:20:51.405969Z","2025-08-25T16:20:51.405969Z",TROUBLESHOOT,HIGH,2025-09-09T16:14:14.475Z,REQUIRED,"Troubleshoot Gearbox/Intermediate Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/Intermediate Shaft/Accelerometer accelerometer and/or cabling."
"43d3e71d-8e50-482b-802d-e29c5761eec2","de9dd8a8-eb0f-420d-badd-16a38b57f099","2025-09-03T17:20:41.755813Z","2025-09-03T17:20:41.755813Z","2025-09-03T17:20:41.755813Z",TROUBLESHOOT,HIGH,2025-09-18T16:54:35.261Z,REQUIRED,"Troubleshoot Gearbox/High Speed Shaft/Accelerometer accelerometer connectivity via SkySpecs hardware troubleshooting guide. Alternatively, in case of poor data quality: replace Gearbox/High Speed Shaft/Accelerometer accelerometer and/or cabling."
